latitud,longitud,pot,usuario,fecha,test_name,observacion,operador,rssi,marca,imsi,modelo,pot_db
-17.376015,-66.207411,-81,andres,2021-06-28 10:07:14.476200,Prueba Colcapirhua,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.376429,-66.207436,-66,andres,2021-06-28 10:07:04.470758,Prueba Colcapirhua,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.376886,-66.20744,-73,andres,2021-06-28 10:06:55.484305,Prueba Colcapirhua,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.377656,-66.207455,-75,andres,2021-06-28 10:06:44.036993,Prueba Colcapirhua,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.378312,-66.207428,-72,andres,2021-06-28 10:06:27.177060,Prueba Colcapirhua,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.378675,-66.207424,-66,andres,2021-06-28 10:06:16.501574,Prueba Colcapirhua,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.379036,-66.207427,-67,andres,2021-06-28 10:06:04.512341,Prueba Colcapirhua,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.37934,-66.207446,-73,andres,2021-06-28 10:05:53.516268,Prueba Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.379671,-66.207458,-69,andres,2021-06-28 10:05:42.522029,Prueba Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.3803,-66.207631,-74,andres,2021-06-28 10:05:27.531863,Prueba Colcapirhua,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.380778,-66.20779,-80,andres,2021-06-28 10:05:17.534724,Prueba Colcapirhua,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.381349,-66.207964,-78,andres,2021-06-28 10:05:06.550617,Prueba Colcapirhua,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.381982,-66.208125,-75,andres,2021-06-28 10:04:55.545415,Prueba Colcapirhua,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.382995,-66.2079,-74,andres,2021-06-28 10:04:44.558784,Prueba Colcapirhua,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.383897,-66.207898,-71,andres,2021-06-28 10:04:35.558633,Prueba Colcapirhua,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.384548,-66.207858,-75,andres,2021-06-28 10:04:24.566663,Prueba Colcapirhua,En automovil,Viva,13,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.384551,-66.207859,-78,andres,2021-06-28 10:04:15.569615,Prueba Colcapirhua,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.384565,-66.20786,-78,andres,2021-06-28 10:04:02.575896,Prueba Colcapirhua,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.384846,-66.207865,-80,andres,2021-06-28 10:03:53.580051,Prueba Colcapirhua,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.387189,-66.207884,-81,andres,2021-06-28 10:03:42.122762,Prueba Colcapirhua,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.388684,-66.207909,-64,andres,2021-06-28 10:03:27.268168,Prueba Colcapirhua,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.389719,-66.207951,-61,andres,2021-06-28 10:03:17.605628,Prueba Colcapirhua,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.390145,-66.207971,-48,andres,2021-06-28 10:03:03.613445,Prueba Colcapirhua,En automovil,Viva,26,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.390612,-66.207991,-72,andres,2021-06-28 10:02:51.629714,Prueba Colcapirhua,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.391336,-66.20805,-69,andres,2021-06-28 10:02:39.641994,Prueba Colcapirhua,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.392135,-66.208108,-55,andres,2021-06-28 10:02:28.648532,Prueba Colcapirhua,En automovil,Viva,23,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.392283,-66.208304,-65,andres,2021-06-28 10:01:55.685457,Prueba Colcapirhua,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.392277,-66.208559,-71,andres,2021-06-28 10:01:40.732325,Prueba Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.392246,-66.20951,-72,andres,2021-06-28 10:01:27.802223,Prueba Colcapirhua,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.392174,-66.211265,-74,andres,2021-06-28 10:01:18.808174,Prueba Colcapirhua,En automovil,Viva,13,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.392101,-66.213015,-69,andres,2021-06-28 10:01:10.800613,Prueba Colcapirhua,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.392004,-66.215177,-73,andres,2021-06-28 10:01:00.805580,Prueba Colcapirhua,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.39187,-66.218282,-70,andres,2021-06-28 10:00:50.343229,Prueba Colcapirhua,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.391812,-66.219724,-63,andres,2021-06-28 10:00:20.786158,Prueba Colcapirhua,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.39181,-66.219722,-70,andres,2021-06-28 10:00:11.783756,Prueba Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.391803,-66.219732,-73,andres,2021-06-28 10:00:00.781065,Prueba Colcapirhua,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.39179,-66.219872,-61,andres,2021-06-28 09:59:51.773154,Prueba Colcapirhua,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.391759,-66.220554,-70,andres,2021-06-28 09:59:42.771840,Prueba Colcapirhua,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.391696,-66.221744,-63,andres,2021-06-28 09:59:31.762615,Prueba Colcapirhua,En automovil,Viva,26,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.391629,-66.223312,-56,andres,2021-06-28 09:59:19.759992,Prueba Colcapirhua,En automovil,Viva,23,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.391566,-66.224852,-56,andres,2021-06-28 09:59:08.749616,Prueba Colcapirhua,En automovil,Viva,24,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.391502,-66.226287,-52,andres,2021-06-28 09:58:58.742280,Prueba Colcapirhua,En automovil,Viva,28,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.391451,-66.227403,-56,andres,2021-06-28 09:58:49.733395,Prueba Colcapirhua,En automovil,Viva,27,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.391403,-66.228482,-55,andres,2021-06-28 09:58:40.724316,Prueba Colcapirhua,En automovil,Viva,23,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.391363,-66.229532,-62,andres,2021-06-28 09:58:31.709962,Prueba Colcapirhua,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.391334,-66.230426,-72,andres,2021-06-28 09:58:21.693946,Prueba Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.391305,-66.230893,-66,andres,2021-06-28 09:58:12.675355,Prueba Colcapirhua,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.391281,-66.231358,-74,andres,2021-06-28 09:58:01.717602,Prueba Colcapirhua,En automovil,Viva,13,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.391185,-66.233613,-70,andres,2021-06-28 09:57:49.223168,Prueba Colcapirhua,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.391055,-66.236664,-68,andres,2021-06-28 09:57:24.679177,Prueba Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.391011,-66.237775,-70,andres,2021-06-28 09:57:16.674246,Prueba Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.391024,-66.238692,-69,andres,2021-06-28 09:57:07.670985,Prueba Colcapirhua,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.39097,-66.238994,-73,andres,2021-06-28 09:56:58.675945,Prueba Colcapirhua,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.390967,-66.239004,-78,andres,2021-06-28 09:56:49.683402,Prueba Colcapirhua,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.390927,-66.239341,-73,andres,2021-06-28 09:56:37.691736,Prueba Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.390894,-66.240545,-66,andres,2021-06-28 09:56:27.690308,Prueba Colcapirhua,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.390885,-66.241897,-74,andres,2021-06-28 09:56:18.702385,Prueba Colcapirhua,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.390915,-66.243664,-75,andres,2021-06-28 09:56:05.721488,Prueba Colcapirhua,En automovil,Viva,13,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.39099,-66.244377,-78,andres,2021-06-28 09:55:56.727309,Prueba Colcapirhua,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.390726,-66.244556,-75,andres,2021-06-28 09:55:47.720196,Prueba Colcapirhua,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.390503,-66.244501,-77,andres,2021-06-28 09:55:32.717294,Prueba Colcapirhua,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.390139,-66.244502,-79,andres,2021-06-28 09:55:21.719287,Prueba Colcapirhua,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.389316,-66.244366,-78,andres,2021-06-28 09:45:15.625301,Test 1 Colcapirhua,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.389154,-66.244441,-76,andres,2021-06-28 09:44:58.627129,Test 1 Colcapirhua,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.38908,-66.244245,-75,andres,2021-06-28 09:44:49.629758,Test 1 Colcapirhua,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.389049,-66.243714,-67,andres,2021-06-28 09:44:33.627262,Test 1 Colcapirhua,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.389283,-66.243617,-70,andres,2021-06-28 09:44:24.629661,Test 1 Colcapirhua,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.389744,-66.243565,-71,andres,2021-06-28 09:44:16.632801,Test 1 Colcapirhua,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.39021,-66.243547,-75,andres,2021-06-28 09:44:05.632977,Test 1 Colcapirhua,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.390527,-66.243602,-71,andres,2021-06-28 09:43:57.638464,Test 1 Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.390819,-66.243794,-74,andres,2021-06-28 09:43:46.639157,Test 1 Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.39098,-66.243971,-77,andres,2021-06-28 09:43:36.640830,Test 1 Colcapirhua,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.390901,-66.245261,-70,andres,2021-06-28 09:43:10.656361,Test 1 Quillacollo,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.39095,-66.246626,-80,andres,2021-06-28 09:42:58.669562,Test 1 Quillacollo,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.391058,-66.248906,-65,andres,2021-06-28 09:42:49.241569,Test 1 Quillacollo,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.391293,-66.252013,-71,andres,2021-06-28 09:42:21.710471,Test 1 Quillacollo,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.391421,-66.253276,-73,andres,2021-06-28 09:42:12.724148,Test 1 Quillacollo,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.391537,-66.254409,-70,andres,2021-06-28 09:42:04.747239,Test 1 Quillacollo,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.391659,-66.255645,-66,andres,2021-06-28 09:41:55.776287,Test 1 Quillacollo,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.391772,-66.256823,-69,andres,2021-06-28 09:41:46.813683,Test 1 Quillacollo,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.391879,-66.257811,-72,andres,2021-06-28 09:41:37.855134,Test 1 Quillacollo,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.392027,-66.259265,-61,andres,2021-06-28 09:41:27.534161,Test 1 Quillacollo,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.392115,-66.260115,-65,andres,2021-06-28 09:41:16.841034,Test 1 Quillacollo,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.39215,-66.260495,-76,andres,2021-06-28 09:41:08.838898,Test 1 Quillacollo,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.392144,-66.260524,-70,andres,2021-06-28 09:40:56.836479,Test 1 Quillacollo,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.39214,-66.260529,-73,andres,2021-06-28 09:40:48.837518,Test 1 Quillacollo,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.392137,-66.260554,-70,andres,2021-06-28 09:40:40.827038,Test 1 Quillacollo,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.3922,-66.261303,-79,andres,2021-06-28 09:40:29.852018,Test 1 Quillacollo,En automovil,Viva,7,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.392311,-66.262514,-78,andres,2021-06-28 09:40:21.829119,Test 1 Quillacollo,En automovil,Viva,5,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.392445,-66.263826,-77,andres,2021-06-28 09:40:13.818338,Test 1 Quillacollo,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.392652,-66.265702,-75,andres,2021-06-28 09:40:02.816213,Test 1 Quillacollo,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.39278,-66.266997,-79,andres,2021-06-28 09:39:54.817066,Test 1 Quillacollo,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.39293,-66.268521,-64,andres,2021-06-28 09:39:44.807815,Test 1 Quillacollo,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.393035,-66.269626,-58,andres,2021-06-28 09:39:35.797258,Test 1 Quillacollo,En automovil,Viva,28,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.393117,-66.270251,-64,andres,2021-06-28 09:39:27.799725,Test 1 Quillacollo,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.393167,-66.270518,-71,andres,2021-06-28 09:39:19.795501,Test 1 Quillacollo,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.393179,-66.270564,-74,andres,2021-06-28 09:39:11.792255,Test 1 Quillacollo,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.393207,-66.270743,-67,andres,2021-06-28 09:39:02.785613,Test 1 Quillacollo,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.393313,-66.271915,-63,andres,2021-06-28 09:38:50.777418,Test 1 Quillacollo,En automovil,Viva,23,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.393471,-66.272681,-58,andres,2021-06-28 09:38:42.773948,Test 1 Quillacollo,En automovil,Viva,21,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.39355,-66.273581,-77,andres,2021-06-28 09:38:32.806427,Test 1 Quillacollo,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.393656,-66.274509,-68,andres,2021-06-28 09:38:21.774251,Test 1 Quillacollo,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.393729,-66.275116,-65,andres,2021-06-28 09:38:12.756220,Test 1 Quillacollo,En automovil,Viva,21,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.393752,-66.27554,-71,andres,2021-06-28 09:38:04.755738,Test 1 Quillacollo,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.393851,-66.27654,-84,andres,2021-06-28 09:37:54.753219,Test 1 Quillacollo,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.393938,-66.27752,-68,andres,2021-06-28 09:37:45.739651,Test 1 Quillacollo,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.393977,-66.278122,-69,andres,2021-06-28 09:37:36.734733,Test 1 Quillacollo,En automovil,Viva,21,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.393789,-66.278192,-64,andres,2021-06-28 09:37:24.720419,Test 1 Quillacollo,En automovil,Viva,24,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.393558,-66.278098,-61,andres,2021-06-28 09:37:15.719093,Test 1 Quillacollo,En automovil,Viva,25,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.393548,-66.278101,-60,andres,2021-06-28 09:36:58.736603,Test 1 Quillacollo,En automovil,Viva,23,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.392823,-66.278063,-66,andres,2021-06-28 09:36:49.268566,Test 1 Quillacollo,En automovil,Viva,21,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.391536,-66.277459,-71,andres,2021-06-28 09:36:24.711451,Test 1 Quillacollo,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.391153,-66.27715,-70,andres,2021-06-28 09:36:15.717512,Test 1 Quillacollo,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.390766,-66.277082,-79,andres,2021-06-28 09:36:04.699255,Test 1 Quillacollo,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.390197,-66.277047,-71,andres,2021-06-28 09:35:55.701114,Test 1 Quillacollo,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.389667,-66.277046,-75,andres,2021-06-28 09:35:47.706402,Test 1 Quillacollo,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A,1.0
